Index,YY,MM,DD,H,H_Price
1,2019,5,22,0,36.35
2,2019,5,22,1,32.66
3,2019,5,22,2,32.5
4,2019,5,22,3,29.66
5,2019,5,22,4,29
6,2019,5,22,5,29.61
7,2019,5,22,6,35.1
8,2019,5,22,7,199.97
9,2019,5,22,8,199.92
10,2019,5,22,9,121.03
11,2019,5,22,10,118.97
12,2019,5,22,11,95.86
13,2019,5,22,12,79.65
14,2019,5,22,13,78.86
15,2019,5,22,14,84.85
16,2019,5,22,15,63.64
17,2019,5,22,16,63.68
18,2019,5,22,17,58.72
19,2019,5,22,18,58.72
20,2019,5,22,19,46.79
21,2019,5,22,20,46.79
22,2019,5,22,21,61.51
23,2019,5,22,22,57.68
24,2019,5,22,23,55.66
1,2019,5,23,0,38.62
2,2019,5,23,1,34.94
3,2019,5,23,2,32.52
4,2019,5,23,3,31.59
5,2019,5,23,4,31.08
6,2019,5,23,5,31.74
7,2019,5,23,6,35.72
8,2019,5,23,7,48.08
9,2019,5,23,8,58.4
10,2019,5,23,9,63.66
11,2019,5,23,10,66.35
12,2019,5,23,11,65.01
13,2019,5,23,12,63.85
14,2019,5,23,13,66.1
15,2019,5,23,14,63.49
16,2019,5,23,15,54.05
17,2019,5,23,16,48.07
18,2019,5,23,17,48.01
19,2019,5,23,18,48.08
20,2019,5,23,19,58.54
21,2019,5,23,20,59.6
22,2019,5,23,21,59.4
23,2019,5,23,22,50.82
24,2019,5,23,23,48.23
1,2019,5,24,0,44.19
2,2019,5,24,1,37.54
3,2019,5,24,2,35.14
4,2019,5,24,3,34.28
5,2019,5,24,4,34.1
6,2019,5,24,5,33.95
7,2019,5,24,6,35.99
8,2019,5,24,7,52.09
9,2019,5,24,8,63.55
10,2019,5,24,9,73.45
11,2019,5,24,10,77.36
12,2019,5,24,11,76.53
13,2019,5,24,12,77.76
14,2019,5,24,13,77.72
15,2019,5,24,14,75.82
16,2019,5,24,15,67.22
17,2019,5,24,16,66.7
18,2019,5,24,17,61.77
19,2019,5,24,18,48.5
20,2019,5,24,19,52.07
21,2019,5,24,20,52.04
22,2019,5,24,21,48.45
23,2019,5,24,22,48.48
24,2019,5,24,23,46.66
1,2019,5,25,0,39.9
2,2019,5,25,1,38.1
3,2019,5,25,2,36.26
4,2019,5,25,3,35.07
5,2019,5,25,4,34.03
6,2019,5,25,5,33.84
7,2019,5,25,6,33.09
8,2019,5,25,7,34.05
9,2019,5,25,8,35.11
10,2019,5,25,9,37.28
11,2019,5,25,10,37.5
12,2019,5,25,11,36.37
13,2019,5,25,12,57.53
14,2019,5,25,13,56.7
15,2019,5,25,14,34.18
16,2019,5,25,15,33.09
17,2019,5,25,16,32.39
18,2019,5,25,17,33.14
19,2019,5,25,18,35.11
20,2019,5,25,19,36.56
21,2019,5,25,20,37.8
22,2019,5,25,21,36.99
23,2019,5,25,22,36.82
24,2019,5,25,23,36.53
1,2019,5,26,0,35.61
2,2019,5,26,1,35.53
3,2019,5,26,2,32.75
4,2019,5,26,3,29.44
5,2019,5,26,4,28.59
6,2019,5,26,5,23.06
7,2019,5,26,6,18.4
8,2019,5,26,7,14.63
9,2019,5,26,8,35.02
10,2019,5,26,9,48.07
11,2019,5,26,10,48.87
12,2019,5,26,11,48.23
13,2019,5,26,12,47.35
14,2019,5,26,13,44.78
15,2019,5,26,14,35.04
16,2019,5,26,15,28.92
17,2019,5,26,16,26.92
18,2019,5,26,17,33
19,2019,5,26,18,35.03
20,2019,5,26,19,35.42
21,2019,5,26,20,36.63
22,2019,5,26,21,37.16
23,2019,5,26,22,36.59
24,2019,5,26,23,36.37
1,2019,5,27,0,33.53
2,2019,5,27,1,18.67
3,2019,5,27,2,12.86
4,2019,5,27,3,12.2
5,2019,5,27,4,14.09
6,2019,5,27,5,19.18
7,2019,5,27,6,29.46
8,2019,5,27,7,47.87
9,2019,5,27,8,54.24
10,2019,5,27,9,59.64
11,2019,5,27,10,59.84
12,2019,5,27,11,59.7
13,2019,5,27,12,59.88
14,2019,5,27,13,59.91
15,2019,5,27,14,59.81
16,2019,5,27,15,47.65
17,2019,5,27,16,44.68
18,2019,5,27,17,41.75
19,2019,5,27,18,55.02
20,2019,5,27,19,56.14
21,2019,5,27,20,52.53
22,2019,5,27,21,47.65
23,2019,5,27,22,41.47
24,2019,5,27,23,39.76
1,2019,5,28,0,37.44
2,2019,5,28,1,33.26
3,2019,5,28,2,28.65
4,2019,5,28,3,25.03
5,2019,5,28,4,20.88
6,2019,5,28,5,16.91
7,2019,5,28,6,35.32
8,2019,5,28,7,58.18
9,2019,5,28,8,66.67
10,2019,5,28,9,68.88
11,2019,5,28,10,69.96
12,2019,5,28,11,67.69
13,2019,5,28,12,67.66
14,2019,5,28,13,68.99
15,2019,5,28,14,66.79
16,2019,5,28,15,64.4
17,2019,5,28,16,63.05
18,2019,5,28,17,60.6
19,2019,5,28,18,59.49
20,2019,5,28,19,54.04
21,2019,5,28,20,54.02
22,2019,5,28,21,59.44
23,2019,5,28,22,47.2
24,2019,5,28,23,37.53
1,2019,5,29,0,33.25
2,2019,5,29,1,16.95
3,2019,5,29,2,11.73
4,2019,5,29,3,15.63
5,2019,5,29,4,14.91
6,2019,5,29,5,13.36
7,2019,5,29,6,32.47
8,2019,5,29,7,38.52
9,2019,5,29,8,57.7
10,2019,5,29,9,61.69
11,2019,5,29,10,63.14
12,2019,5,29,11,63.02
13,2019,5,29,12,52.01
14,2019,5,29,13,51.31
15,2019,5,29,14,54.09
16,2019,5,29,15,61.47
17,2019,5,29,16,54.01
18,2019,5,29,17,52.08
19,2019,5,29,18,58.1
20,2019,5,29,19,58.02
21,2019,5,29,20,58.07
22,2019,5,29,21,58.08
23,2019,5,29,22,46.62
24,2019,5,29,23,31.82
1,2019,5,30,0,31.41
2,2019,5,30,1,16.98
3,2019,5,30,2,24.15
4,2019,5,30,3,22.04
5,2019,5,30,4,11.44
6,2019,5,30,5,4.52
7,2019,5,30,6,5.06
8,2019,5,30,7,46.8
9,2019,5,30,8,62.75
10,2019,5,30,9,72
11,2019,5,30,10,73.46
12,2019,5,30,11,73.21
13,2019,5,30,12,72.08
14,2019,5,30,13,73.46
15,2019,5,30,14,73.47
16,2019,5,30,15,73.22
17,2019,5,30,16,72.8
18,2019,5,30,17,69.74
19,2019,5,30,18,68.42
20,2019,5,30,19,64.62
21,2019,5,30,20,65.09
22,2019,5,30,21,61.53
23,2019,5,30,22,59.07
24,2019,5,30,23,46.83
1,2019,5,31,0,22.04
2,2019,5,31,1,2.39
3,2019,5,31,2,2.26
4,2019,5,31,3,2.38
5,2019,5,31,4,2.02
6,2019,5,31,5,1.61
7,2019,5,31,6,10.1
8,2019,5,31,7,34.16
9,2019,5,31,8,46.36
10,2019,5,31,9,46.39
11,2019,5,31,10,46.34
12,2019,5,31,11,46.31
13,2019,5,31,12,46.31
14,2019,5,31,13,46.39
15,2019,5,31,14,46.4
16,2019,5,31,15,46.37
17,2019,5,31,16,46.32
18,2019,5,31,17,40.24
19,2019,5,31,18,46.37
20,2019,5,31,19,59.14
21,2019,5,31,20,46.38
22,2019,5,31,21,46.39
23,2019,5,31,22,44.57
24,2019,5,31,23,42.93
1,2019,6,1,0,33.21
2,2019,6,1,1,15.63
3,2019,6,1,2,13.1
4,2019,6,1,3,6.86
5,2019,6,1,4,4.93
6,2019,6,1,5,3.92
7,2019,6,1,6,4.98
8,2019,6,1,7,46.64
9,2019,6,1,8,22.39
10,2019,6,1,9,57.24
11,2019,6,1,10,59.69
12,2019,6,1,11,47.02
13,2019,6,1,12,47.03
14,2019,6,1,13,59.51
15,2019,6,1,14,45.03
16,2019,6,1,15,48.03
17,2019,6,1,16,48.03
18,2019,6,1,17,48.01
19,2019,6,1,18,47.05
20,2019,6,1,19,33.04
21,2019,6,1,20,32.7
22,2019,6,1,21,30.08
23,2019,6,1,22,56.28
24,2019,6,1,23,52.31
1,2019,6,2,0,20.77
2,2019,6,2,1,4.99
3,2019,6,2,2,4.76
4,2019,6,2,3,3.55
5,2019,6,2,4,2.85
6,2019,6,2,5,2.3
7,2019,6,2,6,2.96
8,2019,6,2,7,4.77
9,2019,6,2,8,22.64
10,2019,6,2,9,52.02
11,2019,6,2,10,55.06
12,2019,6,2,11,55.09
13,2019,6,2,12,56.06
14,2019,6,2,13,52.03
15,2019,6,2,14,54.03
16,2019,6,2,15,53.51
17,2019,6,2,16,54.01
18,2019,6,2,17,54
19,2019,6,2,18,54.03
20,2019,6,2,19,53.76
21,2019,6,2,20,54.07
22,2019,6,2,21,54.03
23,2019,6,2,22,54.06
24,2019,6,2,23,53.88
1,2019,6,3,0,29.85
2,2019,6,3,1,25.93
3,2019,6,3,2,22.78
4,2019,6,3,3,20.78
5,2019,6,3,4,19.97
6,2019,6,3,5,19.17
7,2019,6,3,6,24.04
8,2019,6,3,7,48.09
9,2019,6,3,8,121.1
10,2019,6,3,9,159.96
11,2019,6,3,10,82.5
12,2019,6,3,11,69.62
13,2019,6,3,12,69.54
14,2019,6,3,13,69.74
15,2019,6,3,14,69.32
16,2019,6,3,15,62.57
17,2019,6,3,16,46.47
18,2019,6,3,17,46.4
19,2019,6,3,18,46.42
20,2019,6,3,19,46.7
21,2019,6,3,20,48
22,2019,6,3,21,44.1
23,2019,6,3,22,46.43
24,2019,6,3,23,44.09
1,2019,6,4,0,25.31
2,2019,6,4,1,2.91
3,2019,6,4,2,3
4,2019,6,4,3,3.21
5,2019,6,4,4,3.22
6,2019,6,4,5,2.92
7,2019,6,4,6,19.99
8,2019,6,4,7,42.95
9,2019,6,4,8,50.29
10,2019,6,4,9,55.43
11,2019,6,4,10,54.91
12,2019,6,4,11,50
13,2019,6,4,12,48.47
14,2019,6,4,13,47.73
15,2019,6,4,14,46
16,2019,6,4,15,45.75
17,2019,6,4,16,34.47
18,2019,6,4,17,36.65
19,2019,6,4,18,45.2
20,2019,6,4,19,45.75
21,2019,6,4,20,48.62
22,2019,6,4,21,45.22
23,2019,6,4,22,38.28
24,2019,6,4,23,33.83
1,2019,6,5,0,27.34
2,2019,6,5,1,26.82
3,2019,6,5,2,25.23
4,2019,6,5,3,19.96
5,2019,6,5,4,16.13
6,2019,6,5,5,6.08
7,2019,6,5,6,20.41
8,2019,6,5,7,54.7
9,2019,6,5,8,64.95
10,2019,6,5,9,95
11,2019,6,5,10,76.04
12,2019,6,5,11,127.25
13,2019,6,5,12,98.1
14,2019,6,5,13,96.29
15,2019,6,5,14,96.09
16,2019,6,5,15,72.81
17,2019,6,5,16,42.01
18,2019,6,5,17,38.93
19,2019,6,5,18,54.81
20,2019,6,5,19,63.57
21,2019,6,5,20,57.91
22,2019,6,5,21,48.22
23,2019,6,5,22,44.89
24,2019,6,5,23,26.92
1,2019,6,6,0,6.53
2,2019,6,6,1,19.92
3,2019,6,6,2,2.7
4,2019,6,6,3,2.42
5,2019,6,6,4,2.38
6,2019,6,6,5,1.83
7,2019,6,6,6,2.39
8,2019,6,6,7,45.14
9,2019,6,6,8,58.43
10,2019,6,6,9,69.27
11,2019,6,6,10,68.19
12,2019,6,6,11,66.07
13,2019,6,6,12,63.8
14,2019,6,6,13,68.7
15,2019,6,6,14,63.78
16,2019,6,6,15,57.19
17,2019,6,6,16,58.43
18,2019,6,6,17,54.65
19,2019,6,6,18,45.19
20,2019,6,6,19,55.11
21,2019,6,6,20,57.26
22,2019,6,6,21,60.06
23,2019,6,6,22,55.17
24,2019,6,6,23,45.17
1,2019,6,7,0,30.16
2,2019,6,7,1,45.62
3,2019,6,7,2,28.01
4,2019,6,7,3,10.75
5,2019,6,7,4,10.36
6,2019,6,7,5,4.83
7,2019,6,7,6,51.52
8,2019,6,7,7,61.02
9,2019,6,7,8,90.05
10,2019,6,7,9,149.99
11,2019,6,7,10,120.99
12,2019,6,7,11,149.95
13,2019,6,7,12,99.49
14,2019,6,7,13,149.99
15,2019,6,7,14,88.81
16,2019,6,7,15,75.27
17,2019,6,7,16,73.81
18,2019,6,7,17,68.44
19,2019,6,7,18,69.66
20,2019,6,7,19,60.07
21,2019,6,7,20,56.76
22,2019,6,7,21,45.67
23,2019,6,7,22,59.5
24,2019,6,7,23,45.65
1,2019,6,8,0,26.85
2,2019,6,8,1,25.1
3,2019,6,8,2,20.1
4,2019,6,8,3,20.04
5,2019,6,8,4,5.99
6,2019,6,8,5,3.85
7,2019,6,8,6,15.74
8,2019,6,8,7,28.03
9,2019,6,8,8,51.68
10,2019,6,8,9,57.28
11,2019,6,8,10,58.36
12,2019,6,8,11,60.04
13,2019,6,8,12,57.75
14,2019,6,8,13,56.26
15,2019,6,8,14,56.16
16,2019,6,8,15,51.42
17,2019,6,8,16,51.72
18,2019,6,8,17,51.36
19,2019,6,8,18,49.63
20,2019,6,8,19,50.73
21,2019,6,8,20,49.06
22,2019,6,8,21,49.26
23,2019,6,8,22,54.09
24,2019,6,8,23,49.79
1,2019,6,9,0,25.72
2,2019,6,9,1,24.01
3,2019,6,9,2,2.42
4,2019,6,9,3,1.85
5,2019,6,9,4,0.83
6,2019,6,9,5,0.51
7,2019,6,9,6,0.86
8,2019,6,9,7,1.92
9,2019,6,9,8,2.9
10,2019,6,9,9,41.49
11,2019,6,9,10,44.72
12,2019,6,9,11,53.06
13,2019,6,9,12,51.03
14,2019,6,9,13,49.66
15,2019,6,9,14,47.63
16,2019,6,9,15,46.18
17,2019,6,9,16,53.06
18,2019,6,9,17,50.46
19,2019,6,9,18,47.99
20,2019,6,9,19,46.93
21,2019,6,9,20,50.98
22,2019,6,9,21,55.75
23,2019,6,9,22,46.02
24,2019,6,9,23,24.05
1,2019,6,10,0,10.04
2,2019,6,10,1,1.76
3,2019,6,10,2,1.16
4,2019,6,10,3,1.49
5,2019,6,10,4,1.65
6,2019,6,10,5,1.61
7,2019,6,10,6,3.08
8,2019,6,10,7,45.63
9,2019,6,10,8,49.86
10,2019,6,10,9,54.93
11,2019,6,10,10,57.48
12,2019,6,10,11,55.28
13,2019,6,10,12,56.44
14,2019,6,10,13,60.97
15,2019,6,10,14,59.61
16,2019,6,10,15,55.57
17,2019,6,10,16,56.11
18,2019,6,10,17,54.37
19,2019,6,10,18,55.77
20,2019,6,10,19,55.71
21,2019,6,10,20,55.52
22,2019,6,10,21,45.63
23,2019,6,10,22,49.7
24,2019,6,10,23,33.57
1,2019,6,11,0,23.03
2,2019,6,11,1,14.86
3,2019,6,11,2,9.69
4,2019,6,11,3,10.04
5,2019,6,11,4,4.4
6,2019,6,11,5,3.21
7,2019,6,11,6,11.61
8,2019,6,11,7,45.56
9,2019,6,11,8,59.94
10,2019,6,11,9,67.05
11,2019,6,11,10,73.2
12,2019,6,11,11,67.69
13,2019,6,11,12,69.23
14,2019,6,11,13,73.21
15,2019,6,11,14,70.39
16,2019,6,11,15,67.07
17,2019,6,11,16,66.98
18,2019,6,11,17,65.86
19,2019,6,11,18,65.7
20,2019,6,11,19,58.66
21,2019,6,11,20,55.66
22,2019,6,11,21,50
23,2019,6,11,22,52.8
24,2019,6,11,23,7.77
1,2019,6,12,0,23.45
2,2019,6,12,1,2.05
3,2019,6,12,2,2.46
4,2019,6,12,3,2.23
5,2019,6,12,4,2.41
6,2019,6,12,5,2.08
7,2019,6,12,6,12.8
8,2019,6,12,7,28.7
9,2019,6,12,8,65.82
10,2019,6,12,9,74.17
11,2019,6,12,10,75
12,2019,6,12,11,73.67
13,2019,6,12,12,72.72
14,2019,6,12,13,74.99
15,2019,6,12,14,73.11
16,2019,6,12,15,73.6
17,2019,6,12,16,73.58
18,2019,6,12,17,69.14
19,2019,6,12,18,69.3
20,2019,6,12,19,46.35
21,2019,6,12,20,46.33
22,2019,6,12,21,35.1
23,2019,6,12,22,46.38
24,2019,6,12,23,27.06
1,2019,6,13,0,23.82
2,2019,6,13,1,3.06
3,2019,6,13,2,10.01
4,2019,6,13,3,15.65
5,2019,6,13,4,14.46
6,2019,6,13,5,10.48
7,2019,6,13,6,24.09
8,2019,6,13,7,46.28
9,2019,6,13,8,200.03
10,2019,6,13,9,70.45
11,2019,6,13,10,71.84
12,2019,6,13,11,74.09
13,2019,6,13,12,77.55
14,2019,6,13,13,89.1
15,2019,6,13,14,77.38
16,2019,6,13,15,75.05
17,2019,6,13,16,73.74
18,2019,6,13,17,68.16
19,2019,6,13,18,74.64
20,2019,6,13,19,72.93
21,2019,6,13,20,71.26
22,2019,6,13,21,72.94
23,2019,6,13,22,61.1
24,2019,6,13,23,46.27
1,2019,6,14,0,30.61
2,2019,6,14,1,28.33
3,2019,6,14,2,25.99
4,2019,6,14,3,25.01
5,2019,6,14,4,22.66
6,2019,6,14,5,23.11
7,2019,6,14,6,28.61
8,2019,6,14,7,65.72
9,2019,6,14,8,71.59
10,2019,6,14,9,78.25
11,2019,6,14,10,85.95
12,2019,6,14,11,81.82
13,2019,6,14,12,99.04
14,2019,6,14,13,105.43
15,2019,6,14,14,105.28
16,2019,6,14,15,79.85
17,2019,6,14,16,44.88
18,2019,6,14,17,39.72
19,2019,6,14,18,44.86
20,2019,6,14,19,44.84
21,2019,6,14,20,54.87
22,2019,6,14,21,44.89
23,2019,6,14,22,44.89
24,2019,6,14,23,30.26
1,2019,6,15,0,27.82
2,2019,6,15,1,28.13
3,2019,6,15,2,27.37
4,2019,6,15,3,22.97
5,2019,6,15,4,20.01
6,2019,6,15,5,18.08
7,2019,6,15,6,19.91
8,2019,6,15,7,30.05
9,2019,6,15,8,45.48
10,2019,6,15,9,60.01
11,2019,6,15,10,60.04
12,2019,6,15,11,60.04
13,2019,6,15,12,60.08
14,2019,6,15,13,60.03
15,2019,6,15,14,60.1
16,2019,6,15,15,60.03
17,2019,6,15,16,59.06
18,2019,6,15,17,58.48
19,2019,6,15,18,57.99
20,2019,6,15,19,45.47
21,2019,6,15,20,45.49
22,2019,6,15,21,45.49
23,2019,6,15,22,45.43
24,2019,6,15,23,19.22
1,2019,6,16,0,15.44
2,2019,6,16,1,21.86
3,2019,6,16,2,20.75
4,2019,6,16,3,19.79
5,2019,6,16,4,17.5
6,2019,6,16,5,14.09
7,2019,6,16,6,17.97
8,2019,6,16,7,19.94
9,2019,6,16,8,25.31
10,2019,6,16,9,43.41
11,2019,6,16,10,45.43
12,2019,6,16,11,49.01
13,2019,6,16,12,52.25
14,2019,6,16,13,55.51
15,2019,6,16,14,55.52
16,2019,6,16,15,45.5
17,2019,6,16,16,55.51
18,2019,6,16,17,55.5
19,2019,6,16,18,55.52
20,2019,6,16,19,55.51
21,2019,6,16,20,53.91
22,2019,6,16,21,55.51
23,2019,6,16,22,45.47
24,2019,6,16,23,25.66
1,2019,6,17,0,19.97
2,2019,6,17,1,18.27
3,2019,6,17,2,17.03
4,2019,6,17,3,17.24
5,2019,6,17,4,15.73
6,2019,6,17,5,11.74
7,2019,6,17,6,25.68
8,2019,6,17,7,55.51
9,2019,6,17,8,55.55
10,2019,6,17,9,75.5
11,2019,6,17,10,55.51
12,2019,6,17,11,55.5
13,2019,6,17,12,55.5
14,2019,6,17,13,55.53
15,2019,6,17,14,55.51
16,2019,6,17,15,55.21
17,2019,6,17,16,45.45
18,2019,6,17,17,30.74
19,2019,6,17,18,45.43
20,2019,6,17,19,45.47
21,2019,6,17,20,45.47
22,2019,6,17,21,38.83
23,2019,6,17,22,39.93
24,2019,6,17,23,23.24
1,2019,6,18,0,19.74
2,2019,6,18,1,17.77
3,2019,6,18,2,17.75
4,2019,6,18,3,16.21
5,2019,6,18,4,14.09
6,2019,6,18,5,10.1
7,2019,6,18,6,22.06
8,2019,6,18,7,63.27
9,2019,6,18,8,65.81
10,2019,6,18,9,80.61
11,2019,6,18,10,92.24
12,2019,6,18,11,87.59
13,2019,6,18,12,57.17
14,2019,6,18,13,100.43
15,2019,6,18,14,100.29
16,2019,6,18,15,84.1
17,2019,6,18,16,87.83
18,2019,6,18,17,53.05
19,2019,6,18,18,57.19
20,2019,6,18,19,55.25
21,2019,6,18,20,55.3
22,2019,6,18,21,53.05
23,2019,6,18,22,61.02
24,2019,6,18,23,24.82
1,2019,6,19,0,20.52
2,2019,6,19,1,4.1
3,2019,6,19,2,14.08
4,2019,6,19,3,17.59
5,2019,6,19,4,16.76
6,2019,6,19,5,14.01
7,2019,6,19,6,24.92
8,2019,6,19,7,63.32
9,2019,6,19,8,65.67
10,2019,6,19,9,136.4
11,2019,6,19,10,76.46
12,2019,6,19,11,79.77
13,2019,6,19,12,82.09
14,2019,6,19,13,81.13
15,2019,6,19,14,80.43
16,2019,6,19,15,76.01
17,2019,6,19,16,76.32
18,2019,6,19,17,74.82
19,2019,6,19,18,73.28
20,2019,6,19,19,74.17
21,2019,6,19,20,73.19
22,2019,6,19,21,53.08
23,2019,6,19,22,54.1
24,2019,6,19,23,57.32
1,2019,6,20,0,28.86
2,2019,6,20,1,28.95
3,2019,6,20,2,28.43
4,2019,6,20,3,27.34
5,2019,6,20,4,25.07
6,2019,6,20,5,18.7
7,2019,6,20,6,23.05
8,2019,6,20,7,31.03
9,2019,6,20,8,46.66
10,2019,6,20,9,51.61
11,2019,6,20,10,56.97
12,2019,6,20,11,82.75
13,2019,6,20,12,58.36
14,2019,6,20,13,200.01
15,2019,6,20,14,82.74
16,2019,6,20,15,58.9
17,2019,6,20,16,51.58
18,2019,6,20,17,44.79
19,2019,6,20,18,45.68
20,2019,6,20,19,44.78
21,2019,6,20,20,48.04
22,2019,6,20,21,44.72
23,2019,6,20,22,53.01
24,2019,6,20,23,25.38
1,2019,6,21,0,16.95
2,2019,6,21,1,24.89
3,2019,6,21,2,23.22
4,2019,6,21,3,20.41
5,2019,6,21,4,18.76
6,2019,6,21,5,14.06
7,2019,6,21,6,24.13
8,2019,6,21,7,44.63
9,2019,6,21,8,57.15
10,2019,6,21,9,83.53
11,2019,6,21,10,76.47
12,2019,6,21,11,79.56
13,2019,6,21,12,82.01
14,2019,6,21,13,83.57
15,2019,6,21,14,83.52
16,2019,6,21,15,74.59
17,2019,6,21,16,67.99
18,2019,6,21,17,44.62
19,2019,6,21,18,44.68
20,2019,6,21,19,44.7
21,2019,6,21,20,44.66
22,2019,6,21,21,25.01
23,2019,6,21,22,25.65
24,2019,6,21,23,34.92
1,2019,6,22,0,21.02
2,2019,6,22,1,25.02
3,2019,6,22,2,21.14
4,2019,6,22,3,15.02
5,2019,6,22,4,2.91
6,2019,6,22,5,1.5
7,2019,6,22,6,2.4
8,2019,6,22,7,15.02
9,2019,6,22,8,51.61
10,2019,6,22,9,52.14
11,2019,6,22,10,52.1
12,2019,6,22,11,52.14
13,2019,6,22,12,52.14
14,2019,6,22,13,48.5
15,2019,6,22,14,42.68
16,2019,6,22,15,42.67
17,2019,6,22,16,42.66
18,2019,6,22,17,42.66
19,2019,6,22,18,42.68
20,2019,6,22,19,52.1
21,2019,6,22,20,42.69
22,2019,6,22,21,42.68
23,2019,6,22,22,42.62
24,2019,6,22,23,24.96
1,2019,6,23,0,22.87
2,2019,6,23,1,21.39
3,2019,6,23,2,16.92
4,2019,6,23,3,14.05
5,2019,6,23,4,8.22
6,2019,6,23,5,4.91
7,2019,6,23,6,14.07
8,2019,6,23,7,20.68
9,2019,6,23,8,31.03
10,2019,6,23,9,43.19
11,2019,6,23,10,50.08
12,2019,6,23,11,50.07
13,2019,6,23,12,51.11
14,2019,6,23,13,51.15
15,2019,6,23,14,50.07
16,2019,6,23,15,51.26
17,2019,6,23,16,51.84
18,2019,6,23,17,51.24
19,2019,6,23,18,51.66
20,2019,6,23,19,52
21,2019,6,23,20,51.37
22,2019,6,23,21,51.36
23,2019,6,23,22,43.14
24,2019,6,23,23,31.02
1,2019,6,24,0,27.04
2,2019,6,24,1,26.32
3,2019,6,24,2,25.07
4,2019,6,24,3,23.43
5,2019,6,24,4,24.01
6,2019,6,24,5,21.68
7,2019,6,24,6,25.97
8,2019,6,24,7,32.29
9,2019,6,24,8,35.13
10,2019,6,24,9,42.78
11,2019,6,24,10,36.24
12,2019,6,24,11,50.08
13,2019,6,24,12,50.08
14,2019,6,24,13,50.08
15,2019,6,24,14,50.07
16,2019,6,24,15,50.04
17,2019,6,24,16,50.03
18,2019,6,24,17,52.76
19,2019,6,24,18,52.79
20,2019,6,24,19,52.38
21,2019,6,24,20,55.42
22,2019,6,24,21,52.71
23,2019,6,24,22,52.71
24,2019,6,24,23,32.06
1,2019,6,25,0,28.82
2,2019,6,25,1,25.24
3,2019,6,25,2,24.78
4,2019,6,25,3,23.7
5,2019,6,25,4,23.09
6,2019,6,25,5,20.04
7,2019,6,25,6,27.29
8,2019,6,25,7,60.4
9,2019,6,25,8,60.44
10,2019,6,25,9,71.7
11,2019,6,25,10,60.49
12,2019,6,25,11,62.18
13,2019,6,25,12,69.98
14,2019,6,25,13,60.47
15,2019,6,25,14,60.46
16,2019,6,25,15,60.47
17,2019,6,25,16,50.1
18,2019,6,25,17,50.04
19,2019,6,25,18,60.41
20,2019,6,25,19,60.05
21,2019,6,25,20,72.12
22,2019,6,25,21,60.44
23,2019,6,25,22,60.43
24,2019,6,25,23,31.64
1,2019,6,26,0,30.32
2,2019,6,26,1,25.06
3,2019,6,26,2,25.09
4,2019,6,26,3,24.98
5,2019,6,26,4,24.83
6,2019,6,26,5,23.86
7,2019,6,26,6,28.26
8,2019,6,26,7,43.38
9,2019,6,26,8,65.85
10,2019,6,26,9,68.87
11,2019,6,26,10,68.88
12,2019,6,26,11,68.85
13,2019,6,26,12,77.88
14,2019,6,26,13,83.05
15,2019,6,26,14,88.3
16,2019,6,26,15,68.87
17,2019,6,26,16,68.85
18,2019,6,26,17,43.34
19,2019,6,26,18,43.39
20,2019,6,26,19,50.01
21,2019,6,26,20,54.95
22,2019,6,26,21,43.36
23,2019,6,26,22,43.39
24,2019,6,26,23,35
1,2019,6,27,0,15.84
2,2019,6,27,1,23.24
3,2019,6,27,2,23.86
4,2019,6,27,3,22.46
5,2019,6,27,4,21.32
6,2019,6,27,5,16.47
7,2019,6,27,6,23.37
8,2019,6,27,7,28.93
9,2019,6,27,8,42.25
10,2019,6,27,9,49.61
11,2019,6,27,10,51.35
12,2019,6,27,11,42.89
13,2019,6,27,12,42.87
14,2019,6,27,13,42.89
15,2019,6,27,14,55.13
16,2019,6,27,15,42.88
17,2019,6,27,16,42.86
18,2019,6,27,17,42.8
19,2019,6,27,18,42.85
20,2019,6,27,19,42.81
21,2019,6,27,20,52.81
22,2019,6,27,21,50.98
23,2019,6,27,22,42.96
24,2019,6,27,23,30.03
1,2019,6,28,0,28.38
2,2019,6,28,1,26.04
3,2019,6,28,2,26.08
4,2019,6,28,3,25.96
5,2019,6,28,4,26.06
6,2019,6,28,5,25.37
7,2019,6,28,6,29.4
8,2019,6,28,7,63.98
9,2019,6,28,8,60.49
10,2019,6,28,9,60.18
11,2019,6,28,10,55.8
12,2019,6,28,11,55.34
13,2019,6,28,12,46.08
14,2019,6,28,13,74.97
15,2019,6,28,14,77.52
16,2019,6,28,15,74.23
17,2019,6,28,16,73.92
18,2019,6,28,17,63.43
19,2019,6,28,18,42.97
20,2019,6,28,19,52.83
21,2019,6,28,20,64.93
22,2019,6,28,21,63.44
23,2019,6,28,22,42.93
24,2019,6,28,23,28.69
1,2019,6,29,0,25.38
2,2019,6,29,1,24.14
3,2019,6,29,2,22.23
4,2019,6,29,3,21.94
5,2019,6,29,4,18.61
6,2019,6,29,5,13.54
7,2019,6,29,6,15.04
8,2019,6,29,7,22.98
9,2019,6,29,8,42.12
10,2019,6,29,9,42.11
11,2019,6,29,10,44.74
12,2019,6,29,11,42.15
13,2019,6,29,12,44.68
14,2019,6,29,13,42.17
15,2019,6,29,14,42.2
16,2019,6,29,15,42.17
17,2019,6,29,16,56.33
18,2019,6,29,17,42.2
19,2019,6,29,18,42.19
20,2019,6,29,19,42.15
21,2019,6,29,20,42.16
