Index,YY,MM,DD,H,H_Price
3,2015,7,2,2,14
4,2015,7,2,3,12
5,2015,7,2,4,12
6,2015,7,2,5,12
7,2015,7,2,6,26
8,2015,7,2,7,60
9,2015,7,2,8,60
10,2015,7,2,9,60
11,2015,7,2,10,65
12,2015,7,2,11,60
13,2015,7,2,12,63
14,2015,7,2,13,60
15,2015,7,2,14,60
16,2015,7,2,15,60
17,2015,7,2,16,60
18,2015,7,2,17,60
19,2015,7,2,18,60
20,2015,7,2,19,60
21,2015,7,2,20,60
22,2015,7,2,21,60
23,2015,7,2,22,57
24,2015,7,2,23,55
1,2015,7,3,0,29
2,2015,7,3,1,14
3,2015,7,3,2,13
4,2015,7,3,3,12
5,2015,7,3,4,12
6,2015,7,3,5,12
7,2015,7,3,6,37
8,2015,7,3,7,60
9,2015,7,3,8,60
10,2015,7,3,9,60
11,2015,7,3,10,60
12,2015,7,3,11,60
13,2015,7,3,12,60
14,2015,7,3,13,65
15,2015,7,3,14,60
16,2015,7,3,15,60
17,2015,7,3,16,60
18,2015,7,3,17,60
19,2015,7,3,18,60
20,2015,7,3,19,60
21,2015,7,3,20,60
22,2015,7,3,21,60
23,2015,7,3,22,59
24,2015,7,3,23,55
1,2015,7,4,0,29
2,2015,7,4,1,13
3,2015,7,4,2,12
4,2015,7,4,3,12
5,2015,7,4,4,12
6,2015,7,4,5,12
7,2015,7,4,6,13
8,2015,7,4,7,37
9,2015,7,4,8,26
10,2015,7,4,9,58
11,2015,7,4,10,58
12,2015,7,4,11,58
13,2015,7,4,12,58
14,2015,7,4,13,58
15,2015,7,4,14,58
16,2015,7,4,15,58
17,2015,7,4,16,58
18,2015,7,4,17,58
19,2015,7,4,18,58
20,2015,7,4,19,58
21,2015,7,4,20,58
22,2015,7,4,21,58
23,2015,7,4,22,58
24,2015,7,4,23,58
1,2015,7,5,0,29
2,2015,7,5,1,26
3,2015,7,5,2,13
4,2015,7,5,3,12
5,2015,7,5,4,11
6,2015,7,5,5,11
7,2015,7,5,6,9
8,2015,7,5,7,20
9,2015,7,5,8,20
10,2015,7,5,9,37
11,2015,7,5,10,58
12,2015,7,5,11,58
13,2015,7,5,12,58
14,2015,7,5,13,58
15,2015,7,5,14,58
16,2015,7,5,15,58
17,2015,7,5,16,58
18,2015,7,5,17,58
19,2015,7,5,18,58
20,2015,7,5,19,58
21,2015,7,5,20,58
22,2015,7,5,21,58
23,2015,7,5,22,58
24,2015,7,5,23,52
1,2015,7,6,0,29
2,2015,7,6,1,11
3,2015,7,6,2,14
4,2015,7,6,3,12
5,2015,7,6,4,7
6,2015,7,6,5,6
7,2015,7,6,6,33
8,2015,7,6,7,56
9,2015,7,6,8,63
10,2015,7,6,9,67
11,2015,7,6,10,67
12,2015,7,6,11,67
13,2015,7,6,12,67
14,2015,7,6,13,67
15,2015,7,6,14,65
16,2015,7,6,15,60
17,2015,7,6,16,56
18,2015,7,6,17,56
19,2015,7,6,18,55
20,2015,7,6,19,55
21,2015,7,6,20,56
22,2015,7,6,21,55
23,2015,7,6,22,23
24,2015,7,6,23,23
1,2015,7,7,0,9
2,2015,7,7,1,6
3,2015,7,7,2,11
4,2015,7,7,3,11
5,2015,7,7,4,11
6,2015,7,7,5,5
7,2015,7,7,6,8
8,2015,7,7,7,55
9,2015,7,7,8,57
10,2015,7,7,9,60
11,2015,7,7,10,63
12,2015,7,7,11,62
13,2015,7,7,12,63
14,2015,7,7,13,65
15,2015,7,7,14,65
16,2015,7,7,15,63
17,2015,7,7,16,60
18,2015,7,7,17,57
19,2015,7,7,18,57
20,2015,7,7,19,57
21,2015,7,7,20,57
22,2015,7,7,21,55
23,2015,7,7,22,57
24,2015,7,7,23,52
1,2015,7,8,0,29
2,2015,7,8,1,10
3,2015,7,8,2,9
4,2015,7,8,3,9
5,2015,7,8,4,9
6,2015,7,8,5,5
7,2015,7,8,6,23
8,2015,7,8,7,59
9,2015,7,8,8,59
10,2015,7,8,9,63
11,2015,7,8,10,63
12,2015,7,8,11,63
13,2015,7,8,12,63
14,2015,7,8,13,59
15,2015,7,8,14,59
16,2015,7,8,15,59
17,2015,7,8,16,59
18,2015,7,8,17,57
19,2015,7,8,18,55
20,2015,7,8,19,55
21,2015,7,8,20,59
22,2015,7,8,21,57
23,2015,7,8,22,55
24,2015,7,8,23,30
1,2015,7,9,0,26
2,2015,7,9,1,7
3,2015,7,9,2,8
4,2015,7,9,3,8
5,2015,7,9,4,7
6,2015,7,9,5,7
7,2015,7,9,6,10
8,2015,7,9,7,57
9,2015,7,9,8,58
10,2015,7,9,9,58
11,2015,7,9,10,58
12,2015,7,9,11,58
13,2015,7,9,12,58
14,2015,7,9,13,58
15,2015,7,9,14,58
16,2015,7,9,15,58
17,2015,7,9,16,58
18,2015,7,9,17,53
19,2015,7,9,18,53
20,2015,7,9,19,34
21,2015,7,9,20,53
22,2015,7,9,21,39
23,2015,7,9,22,25
24,2015,7,9,23,26
1,2015,7,10,0,20
2,2015,7,10,1,5
3,2015,7,10,2,4
4,2015,7,10,3,4
5,2015,7,10,4,4
6,2015,7,10,5,4
7,2015,7,10,6,18
8,2015,7,10,7,50
9,2015,7,10,8,55
10,2015,7,10,9,58
11,2015,7,10,10,58
12,2015,7,10,11,58
13,2015,7,10,12,58
14,2015,7,10,13,58
15,2015,7,10,14,58
16,2015,7,10,15,58
17,2015,7,10,16,58
18,2015,7,10,17,55
19,2015,7,10,18,55
20,2015,7,10,19,52
21,2015,7,10,20,58
22,2015,7,10,21,55
23,2015,7,10,22,58
24,2015,7,10,23,51
1,2015,7,11,0,28
2,2015,7,11,1,12
3,2015,7,11,2,7
4,2015,7,11,3,7
5,2015,7,11,4,6
6,2015,7,11,5,6
7,2015,7,11,6,10
8,2015,7,11,7,20
9,2015,7,11,8,20
10,2015,7,11,9,54
11,2015,7,11,10,58
12,2015,7,11,11,58
13,2015,7,11,12,50
14,2015,7,11,13,50
15,2015,7,11,14,58
16,2015,7,11,15,23
17,2015,7,11,16,50
18,2015,7,11,17,58
19,2015,7,11,18,58
20,2015,7,11,19,23
21,2015,7,11,20,21
22,2015,7,11,21,21
23,2015,7,11,22,23
24,2015,7,11,23,52
1,2015,7,12,0,28
2,2015,7,12,1,17
3,2015,7,12,2,8
4,2015,7,12,3,8
5,2015,7,12,4,8
6,2015,7,12,5,6
7,2015,7,12,6,8
8,2015,7,12,7,6
9,2015,7,12,8,7
10,2015,7,12,9,39
11,2015,7,12,10,45
12,2015,7,12,11,45
13,2015,7,12,12,45
14,2015,7,12,13,54
15,2015,7,12,14,54
16,2015,7,12,15,58
17,2015,7,12,16,45
18,2015,7,12,17,45
19,2015,7,12,18,45
20,2015,7,12,19,58
21,2015,7,12,20,54
22,2015,7,12,21,54
23,2015,7,12,22,54
24,2015,7,12,23,52
1,2015,7,13,0,26
2,2015,7,13,1,23
3,2015,7,13,2,9
4,2015,7,13,3,8
5,2015,7,13,4,8
6,2015,7,13,5,8
7,2015,7,13,6,39
8,2015,7,13,7,58
9,2015,7,13,8,58
10,2015,7,13,9,67
11,2015,7,13,10,67
12,2015,7,13,11,67
13,2015,7,13,12,67
14,2015,7,13,13,67
15,2015,7,13,14,65
16,2015,7,13,15,65
17,2015,7,13,16,60
18,2015,7,13,17,58
19,2015,7,13,18,58
20,2015,7,13,19,58
21,2015,7,13,20,58
22,2015,7,13,21,58
23,2015,7,13,22,55
24,2015,7,13,23,50
1,2015,7,14,0,27
2,2015,7,14,1,9
3,2015,7,14,2,9
4,2015,7,14,3,9
5,2015,7,14,4,9
6,2015,7,14,5,9
7,2015,7,14,6,34
8,2015,7,14,7,57
9,2015,7,14,8,57
10,2015,7,14,9,63
11,2015,7,14,10,67
12,2015,7,14,11,65
13,2015,7,14,12,67
14,2015,7,14,13,67
15,2015,7,14,14,65
16,2015,7,14,15,65
17,2015,7,14,16,60
18,2015,7,14,17,55
19,2015,7,14,18,50
20,2015,7,14,19,50
21,2015,7,14,20,57
22,2015,7,14,21,50
23,2015,7,14,22,50
24,2015,7,14,23,50
1,2015,7,15,0,28
2,2015,7,15,1,28
3,2015,7,15,2,28
4,2015,7,15,3,28
5,2015,7,15,4,9
6,2015,7,15,5,28
7,2015,7,15,6,40
8,2015,7,15,7,58
9,2015,7,15,8,58
10,2015,7,15,9,60
11,2015,7,15,10,63
12,2015,7,15,11,65
13,2015,7,15,12,58
14,2015,7,15,13,65
15,2015,7,15,14,65
16,2015,7,15,15,67
17,2015,7,15,16,60
18,2015,7,15,17,58
19,2015,7,15,18,58
20,2015,7,15,19,50
21,2015,7,15,20,58
22,2015,7,15,21,35
23,2015,7,15,22,50
24,2015,7,15,23,52
1,2015,7,16,0,29
2,2015,7,16,1,21
3,2015,7,16,2,9
4,2015,7,16,3,8
5,2015,7,16,4,8
6,2015,7,16,5,7
7,2015,7,16,6,52
8,2015,7,16,7,56
9,2015,7,16,8,56
10,2015,7,16,9,67
11,2015,7,16,10,67
12,2015,7,16,11,63
13,2015,7,16,12,63
14,2015,7,16,13,63
15,2015,7,16,14,63
16,2015,7,16,15,65
17,2015,7,16,16,60
18,2015,7,16,17,56
19,2015,7,16,18,56
20,2015,7,16,19,56
21,2015,7,16,20,56
22,2015,7,16,21,50
23,2015,7,16,22,50
24,2015,7,16,23,52
1,2015,7,17,0,28
2,2015,7,17,1,21
3,2015,7,17,2,9
4,2015,7,17,3,8
5,2015,7,17,4,8
6,2015,7,17,5,7
7,2015,7,17,6,37
8,2015,7,17,7,55
9,2015,7,17,8,56
10,2015,7,17,9,56
11,2015,7,17,10,56
12,2015,7,17,11,56
13,2015,7,17,12,56
14,2015,7,17,13,56
15,2015,7,17,14,56
16,2015,7,17,15,56
17,2015,7,17,16,56
18,2015,7,17,17,34
19,2015,7,17,18,37
20,2015,7,17,19,47
21,2015,7,17,20,56
22,2015,7,17,21,34
23,2015,7,17,22,34
24,2015,7,17,23,50
1,2015,7,18,0,
2,2015,7,18,1,34
3,2015,7,18,2,9
4,2015,7,18,3,9
5,2015,7,18,4,8
6,2015,7,18,5,7
7,2015,7,18,6,8
8,2015,7,18,7,48
9,2015,7,18,8,48
10,2015,7,18,9,48
11,2015,7,18,10,51
12,2015,7,18,11,48
13,2015,7,18,12,48
14,2015,7,18,13,48
15,2015,7,18,14,48
16,2015,7,18,15,50
17,2015,7,18,16,48
18,2015,7,18,17,48
19,2015,7,18,18,48
20,2015,7,18,19,48
21,2015,7,18,20,48
22,2015,7,18,21,50
23,2015,7,18,22,51
24,2015,7,18,23,50
1,2015,7,19,0,27
2,2015,7,19,1,12
3,2015,7,19,2,10
4,2015,7,19,3,6
5,2015,7,19,4,6
6,2015,7,19,5,5
7,2015,7,19,6,6
8,2015,7,19,7,21
9,2015,7,19,8,21
10,2015,7,19,9,18
11,2015,7,19,10,54
12,2015,7,19,11,54
13,2015,7,19,12,54
14,2015,7,19,13,54
15,2015,7,19,14,54
16,2015,7,19,15,54
17,2015,7,19,16,54
18,2015,7,19,17,54
19,2015,7,19,18,54
20,2015,7,19,19,54
21,2015,7,19,20,54
22,2015,7,19,21,54
23,2015,7,19,22,54
24,2015,7,19,23,52
1,2015,7,20,0,28
2,2015,7,20,1,15
3,2015,7,20,2,9
4,2015,7,20,3,8
5,2015,7,20,4,8
6,2015,7,20,5,7
7,2015,7,20,6,42
8,2015,7,20,7,56
9,2015,7,20,8,63
10,2015,7,20,9,67
11,2015,7,20,10,67
12,2015,7,20,11,67
13,2015,7,20,12,67
14,2015,7,20,13,67
15,2015,7,20,14,60
16,2015,7,20,15,63
17,2015,7,20,16,58
18,2015,7,20,17,56
19,2015,7,20,18,50
20,2015,7,20,19,50
21,2015,7,20,20,56
22,2015,7,20,21,53
23,2015,7,20,22,50
24,2015,7,20,23,50
1,2015,7,21,0,
2,2015,7,21,1,11
3,2015,7,21,2,9
4,2015,7,21,3,8
5,2015,7,21,4,7
6,2015,7,21,5,6
7,2015,7,21,6,17
8,2015,7,21,7,30
9,2015,7,21,8,57
10,2015,7,21,9,57
11,2015,7,21,10,57
12,2015,7,21,11,57
13,2015,7,21,12,57
14,2015,7,21,13,57
15,2015,7,21,14,57
16,2015,7,21,15,57
17,2015,7,21,16,57
18,2015,7,21,17,50
19,2015,7,21,18,57
20,2015,7,21,19,57
21,2015,7,21,20,57
22,2015,7,21,21,53
23,2015,7,21,22,50
24,2015,7,21,23,32
1,2015,7,22,0,28
2,2015,7,22,1,11
3,2015,7,22,2,8
4,2015,7,22,3,8
5,2015,7,22,4,8
6,2015,7,22,5,7
7,2015,7,22,6,17
8,2015,7,22,7,34
9,2015,7,22,8,38
10,2015,7,22,9,59
11,2015,7,22,10,59
12,2015,7,22,11,59
13,2015,7,22,12,59
14,2015,7,22,13,59
15,2015,7,22,14,59
16,2015,7,22,15,59
17,2015,7,22,16,59
18,2015,7,22,17,59
19,2015,7,22,18,59
20,2015,7,22,19,55
21,2015,7,22,20,59
22,2015,7,22,21,38
23,2015,7,22,22,50
24,2015,7,22,23,50
1,2015,7,23,0,28
2,2015,7,23,1,52
3,2015,7,23,2,50
4,2015,7,23,3,26
5,2015,7,23,4,26
6,2015,7,23,5,26
7,2015,7,23,6,50
8,2015,7,23,7,59
9,2015,7,23,8,59
10,2015,7,23,9,60
11,2015,7,23,10,60
12,2015,7,23,11,60
13,2015,7,23,12,60
14,2015,7,23,13,60
15,2015,7,23,14,60
16,2015,7,23,15,60
17,2015,7,23,16,60
18,2015,7,23,17,59
19,2015,7,23,18,59
20,2015,7,23,19,59
21,2015,7,23,20,59
22,2015,7,23,21,59
23,2015,7,23,22,59
24,2015,7,23,23,59
1,2015,7,24,0,50
2,2015,7,24,1,52
3,2015,7,24,2,27
4,2015,7,24,3,26
5,2015,7,24,4,26
6,2015,7,24,5,25
7,2015,7,24,6,25
8,2015,7,24,7,58
9,2015,7,24,8,61
10,2015,7,24,9,61
11,2015,7,24,10,61
12,2015,7,24,11,61
13,2015,7,24,12,61
14,2015,7,24,13,61
15,2015,7,24,14,61
16,2015,7,24,15,61
17,2015,7,24,16,61
18,2015,7,24,17,58
19,2015,7,24,18,58
20,2015,7,24,19,58
21,2015,7,24,20,61
22,2015,7,24,21,58
23,2015,7,24,22,58
24,2015,7,24,23,58
1,2015,7,25,0,30
2,2015,7,25,1,51
3,2015,7,25,2,47
4,2015,7,25,3,26
5,2015,7,25,4,10
6,2015,7,25,5,10
7,2015,7,25,6,26
8,2015,7,25,7,58
9,2015,7,25,8,58
10,2015,7,25,9,58
11,2015,7,25,10,58
12,2015,7,25,11,58
13,2015,7,25,12,58
14,2015,7,25,13,58
15,2015,7,25,14,58
16,2015,7,25,15,58
17,2015,7,25,16,58
18,2015,7,25,17,58
19,2015,7,25,18,58
20,2015,7,25,19,58
21,2015,7,25,20,58
22,2015,7,25,21,58
23,2015,7,25,22,58
24,2015,7,25,23,52
1,2015,7,26,0,29
2,2015,7,26,1,26
3,2015,7,26,2,19
4,2015,7,26,3,8
5,2015,7,26,4,7
6,2015,7,26,5,8
7,2015,7,26,6,20
8,2015,7,26,7,47
9,2015,7,26,8,58
10,2015,7,26,9,58
11,2015,7,26,10,58
12,2015,7,26,11,58
13,2015,7,26,12,58
14,2015,7,26,13,58
15,2015,7,26,14,58
16,2015,7,26,15,58
17,2015,7,26,16,51
18,2015,7,26,17,51
19,2015,7,26,18,51
20,2015,7,26,19,58
21,2015,7,26,20,58
22,2015,7,26,21,58
23,2015,7,26,22,58
24,2015,7,26,23,52
1,2015,7,27,0,28
2,2015,7,27,1,26
3,2015,7,27,2,7
4,2015,7,27,3,7
5,2015,7,27,4,7
6,2015,7,27,5,7
7,2015,7,27,6,26
8,2015,7,27,7,50
9,2015,7,27,8,58
10,2015,7,27,9,58
11,2015,7,27,10,61
12,2015,7,27,11,61
13,2015,7,27,12,61
14,2015,7,27,13,61
15,2015,7,27,14,58
16,2015,7,27,15,61
17,2015,7,27,16,61
18,2015,7,27,17,58
19,2015,7,27,18,58
20,2015,7,27,19,58
21,2015,7,27,20,58
22,2015,7,27,21,60
23,2015,7,27,22,55
24,2015,7,27,23,52
1,2015,7,28,0,29
2,2015,7,28,1,12
3,2015,7,28,2,11
4,2015,7,28,3,10
5,2015,7,28,4,10
6,2015,7,28,5,9
7,2015,7,28,6,16
8,2015,7,28,7,58
9,2015,7,28,8,61
10,2015,7,28,9,60
11,2015,7,28,10,61
12,2015,7,28,11,61
13,2015,7,28,12,61
14,2015,7,28,13,61
15,2015,7,28,14,61
16,2015,7,28,15,61
17,2015,7,28,16,61
18,2015,7,28,17,61
19,2015,7,28,18,60
20,2015,7,28,19,58
21,2015,7,28,20,60
22,2015,7,28,21,58
23,2015,7,28,22,58
24,2015,7,28,23,58
1,2015,7,29,0,52
2,2015,7,29,1,49
3,2015,7,29,2,26
4,2015,7,29,3,26
5,2015,7,29,4,11
6,2015,7,29,5,11
7,2015,7,29,6,14
8,2015,7,29,7,58
9,2015,7,29,8,58
10,2015,7,29,9,58
11,2015,7,29,10,60
12,2015,7,29,11,60
13,2015,7,29,12,60
14,2015,7,29,13,61
15,2015,7,29,14,61
16,2015,7,29,15,61
17,2015,7,29,16,59
18,2015,7,29,17,58
19,2015,7,29,18,58
20,2015,7,29,19,58
21,2015,7,29,20,59
22,2015,7,29,21,58
23,2015,7,29,22,58
24,2015,7,29,23,56
1,2015,7,30,0,52
2,2015,7,30,1,52
3,2015,7,30,2,48
4,2015,7,30,3,40
5,2015,7,30,4,14
6,2015,7,30,5,5
7,2015,7,30,6,5
8,2015,7,30,7,55
9,2015,7,30,8,57
10,2015,7,30,9,57
11,2015,7,30,10,57
12,2015,7,30,11,57
13,2015,7,30,12,57
14,2015,7,30,13,57
15,2015,7,30,14,57
16,2015,7,30,15,57
17,2015,7,30,16,57
18,2015,7,30,17,55
19,2015,7,30,18,55
20,2015,7,30,19,55
21,2015,7,30,20,57
22,2015,7,30,21,48
23,2015,7,30,22,36
24,2015,7,30,23,28
1,2015,7,31,0,28
2,2015,7,31,1,10
3,2015,7,31,2,10
4,2015,7,31,3,8
5,2015,7,31,4,8
6,2015,7,31,5,4
7,2015,7,31,6,4
8,2015,7,31,7,57
9,2015,7,31,8,57
10,2015,7,31,9,57
11,2015,7,31,10,59
12,2015,7,31,11,57
13,2015,7,31,12,57
14,2015,7,31,13,57
15,2015,7,31,14,57
16,2015,7,31,15,57
17,2015,7,31,16,59
18,2015,7,31,17,57
19,2015,7,31,18,57
20,2015,7,31,19,50
21,2015,7,31,20,57
22,2015,7,31,21,55
23,2015,7,31,22,50
24,2015,7,31,23,50
1,2015,8,1,0,28
2,2015,8,1,1,10
3,2015,8,1,2,8
4,2015,8,1,3,8
5,2015,8,1,4,7
6,2015,8,1,5,7
7,2015,8,1,6,7
8,2015,8,1,7,10
9,2015,8,1,8,57
10,2015,8,1,9,38
11,2015,8,1,10,47
12,2015,8,1,11,47
13,2015,8,1,12,47
14,2015,8,1,13,47
15,2015,8,1,14,57
16,2015,8,1,15,57
17,2015,8,1,16,57
18,2015,8,1,17,57
19,2015,8,1,18,57
20,2015,8,1,19,57
21,2015,8,1,20,57
22,2015,8,1,21,57
23,2015,8,1,22,57
24,2015,8,1,23,51
1,2015,8,2,0,26
2,2015,8,2,1,10
3,2015,8,2,2,10
4,2015,8,2,3,9
5,2015,8,2,4,9
6,2015,8,2,5,9
7,2015,8,2,6,9
8,2015,8,2,7,10
9,2015,8,2,8,37
10,2015,8,2,9,47
11,2015,8,2,10,57
12,2015,8,2,11,57
13,2015,8,2,12,57
14,2015,8,2,13,57
15,2015,8,2,14,57
16,2015,8,2,15,57
17,2015,8,2,16,57
18,2015,8,2,17,57
19,2015,8,2,18,57
20,2015,8,2,19,57
21,2015,8,2,20,57
22,2015,8,2,21,57
23,2015,8,2,22,57
24,2015,8,2,23,51
1,2015,8,3,0,28
2,2015,8,3,1,8
3,2015,8,3,2,7
4,2015,8,3,3,6
5,2015,8,3,4,5
6,2015,8,3,5,5
7,2015,8,3,6,26
8,2015,8,3,7,48
9,2015,8,3,8,57
10,2015,8,3,9,60
11,2015,8,3,10,60
12,2015,8,3,11,60
13,2015,8,3,12,60
14,2015,8,3,13,60
15,2015,8,3,14,60
16,2015,8,3,15,60
17,2015,8,3,16,59
18,2015,8,3,17,57
19,2015,8,3,18,57
20,2015,8,3,19,57
21,2015,8,3,20,57
22,2015,8,3,21,57
23,2015,8,3,22,57
24,2015,8,3,23,50
1,2015,8,4,0,27
2,2015,8,4,1,10
3,2015,8,4,2,10
4,2015,8,4,3,10
5,2015,8,4,4,10
6,2015,8,4,5,10
7,2015,8,4,6,10
8,2015,8,4,7,50
9,2015,8,4,8,57
10,2015,8,4,9,61
11,2015,8,4,10,61
12,2015,8,4,11,61
13,2015,8,4,12,61
14,2015,8,4,13,61
15,2015,8,4,14,61
16,2015,8,4,15,60
17,2015,8,4,16,60
18,2015,8,4,17,60
19,2015,8,4,18,59
20,2015,8,4,19,58
21,2015,8,4,20,57
22,2015,8,4,21,57
23,2015,8,4,22,57
24,2015,8,4,23,50
1,2015,8,5,0,28
2,2015,8,5,1,8
3,2015,8,5,2,8
4,2015,8,5,3,8
5,2015,8,5,4,8
6,2015,8,5,5,8
7,2015,8,5,6,9
8,2015,8,5,7,56
9,2015,8,5,8,56
10,2015,8,5,9,61
11,2015,8,5,10,61
12,2015,8,5,11,61
13,2015,8,5,12,61
14,2015,8,5,13,61
15,2015,8,5,14,61
16,2015,8,5,15,61
17,2015,8,5,16,61
18,2015,8,5,17,61
19,2015,8,5,18,61
20,2015,8,5,19,61
21,2015,8,5,20,58
22,2015,8,5,21,56
23,2015,8,5,22,56
24,2015,8,5,23,56
1,2015,8,6,0,43
2,2015,8,6,1,26
3,2015,8,6,2,9
4,2015,8,6,3,8
5,2015,8,6,4,8
6,2015,8,6,5,8
7,2015,8,6,6,26
8,2015,8,6,7,57
9,2015,8,6,8,60
10,2015,8,6,9,60
11,2015,8,6,10,60
12,2015,8,6,11,60
13,2015,8,6,12,60
14,2015,8,6,13,60
15,2015,8,6,14,60
16,2015,8,6,15,60
17,2015,8,6,16,60
18,2015,8,6,17,60
19,2015,8,6,18,60
20,2015,8,6,19,60
21,2015,8,6,20,58
22,2015,8,6,21,58
23,2015,8,6,22,57
24,2015,8,6,23,57
1,2015,8,7,0,45
2,2015,8,7,1,56
3,2015,8,7,2,26
4,2015,8,7,3,8
5,2015,8,7,4,8
6,2015,8,7,5,8
7,2015,8,7,6,9
8,2015,8,7,7,56
9,2015,8,7,8,58
10,2015,8,7,9,58
11,2015,8,7,10,59
12,2015,8,7,11,58
13,2015,8,7,12,58
14,2015,8,7,13,59
15,2015,8,7,14,58
16,2015,8,7,15,58
17,2015,8,7,16,59
18,2015,8,7,17,59
19,2015,8,7,18,58
20,2015,8,7,19,58
21,2015,8,7,20,58
22,2015,8,7,21,58
23,2015,8,7,22,58
24,2015,8,7,23,56
1,2015,8,8,0,43
2,2015,8,8,1,50
3,2015,8,8,2,42
4,2015,8,8,3,26
5,2015,8,8,4,8
6,2015,8,8,5,8
7,2015,8,8,6,8
8,2015,8,8,7,9
9,2015,8,8,8,55
10,2015,8,8,9,55
11,2015,8,8,10,55
12,2015,8,8,11,58
13,2015,8,8,12,58
14,2015,8,8,13,58
15,2015,8,8,14,58
16,2015,8,8,15,55
17,2015,8,8,16,55
18,2015,8,8,17,55
19,2015,8,8,18,55
20,2015,8,8,19,55
21,2015,8,8,20,55
22,2015,8,8,21,55
23,2015,8,8,22,55
24,2015,8,8,23,55
1,2015,8,9,0,42
2,2015,8,9,1,50
3,2015,8,9,2,26
4,2015,8,9,3,26
5,2015,8,9,4,8
6,2015,8,9,5,8
7,2015,8,9,6,8
8,2015,8,9,7,7
9,2015,8,9,8,56
10,2015,8,9,9,56
11,2015,8,9,10,56
12,2015,8,9,11,58
13,2015,8,9,12,58
14,2015,8,9,13,58
15,2015,8,9,14,56
16,2015,8,9,15,56
17,2015,8,9,16,56
18,2015,8,9,17,56
19,2015,8,9,18,56
20,2015,8,9,19,56
21,2015,8,9,20,56
22,2015,8,9,21,56
23,2015,8,9,22,58
24,2015,8,9,23,56
1,2015,8,10,0,28
2,2015,8,10,1,47
3,2015,8,10,2,27
4,2015,8,10,3,26
5,2015,8,10,4,9
6,2015,8,10,5,9
7,2015,8,10,6,47
8,2015,8,10,7,57
9,2015,8,10,8,58
10,2015,8,10,9,63
11,2015,8,10,10,65
12,2015,8,10,11,65
13,2015,8,10,12,65
14,2015,8,10,13,65
15,2015,8,10,14,65
16,2015,8,10,15,60
17,2015,8,10,16,58
18,2015,8,10,17,58
19,2015,8,10,18,58
20,2015,8,10,19,58
21,2015,8,10,20,58
22,2015,8,10,21,58
23,2015,8,10,22,57
24,2015,8,10,23,51
1,2015,8,11,0,47
2,2015,8,11,1,56
3,2015,8,11,2,50
4,2015,8,11,3,43
5,2015,8,11,4,27
6,2015,8,11,5,9
7,2015,8,11,6,28
8,2015,8,11,7,56
9,2015,8,11,8,57
10,2015,8,11,9,58
11,2015,8,11,10,71
12,2015,8,11,11,75
13,2015,8,11,12,75
14,2015,8,11,13,75
15,2015,8,11,14,75
16,2015,8,11,15,75
17,2015,8,11,16,59
18,2015,8,11,17,58
19,2015,8,11,18,58
20,2015,8,11,19,58
21,2015,8,11,20,56
22,2015,8,11,21,56
23,2015,8,11,22,56
24,2015,8,11,23,56
1,2015,8,12,0,56
2,2015,8,12,1,55
3,2015,8,12,2,55
4,2015,8,12,3,50
5,2015,8,12,4,50
6,2015,8,12,5,28
7,2015,8,12,6,48
8,2015,8,12,7,55
9,2015,8,12,8,57
10,2015,8,12,9,77
11,2015,8,12,10,75
12,2015,8,12,11,77
13,2015,8,12,12,77
14,2015,8,12,13,77
15,2015,8,12,14,75
16,2015,8,12,15,75
17,2015,8,12,16,60
18,2015,8,12,17,60
19,2015,8,12,18,60
20,2015,8,12,19,59
21,2015,8,12,20,58
22,2015,8,12,21,57
23,2015,8,12,22,57
24,2015,8,12,23,55
1,2015,8,13,0,55
2,2015,8,13,1,54
3,2015,8,13,2,54
4,2015,8,13,3,48
5,2015,8,13,4,54
6,2015,8,13,5,28
7,2015,8,13,6,19
8,2015,8,13,7,54
9,2015,8,13,8,58
10,2015,8,13,9,66
11,2015,8,13,10,69
12,2015,8,13,11,77
13,2015,8,13,12,77
14,2015,8,13,13,76
15,2015,8,13,14,66
16,2015,8,13,15,65
17,2015,8,13,16,64
18,2015,8,13,17,60
19,2015,8,13,18,55
20,2015,8,13,19,55
21,2015,8,13,20,55
22,2015,8,13,21,55
23,2015,8,13,22,55
24,2015,8,13,23,54
1,2015,8,14,0,48
2,2015,8,14,1,54
3,2015,8,14,2,48
4,2015,8,14,3,44
5,2015,8,14,4,44
6,2015,8,14,5,10
7,2015,8,14,6,17
8,2015,8,14,7,54
9,2015,8,14,8,55
10,2015,8,14,9,64
11,2015,8,14,10,64
12,2015,8,14,11,64
13,2015,8,14,12,64
14,2015,8,14,13,64
15,2015,8,14,14,60
16,2015,8,14,15,55
17,2015,8,14,16,55
18,2015,8,14,17,55
19,2015,8,14,18,55
20,2015,8,14,19,55
21,2015,8,14,20,55
22,2015,8,14,21,55
23,2015,8,14,22,55
24,2015,8,14,23,54
1,2015,8,15,0,30
2,2015,8,15,1,48
3,2015,8,15,2,28
4,2015,8,15,3,28
5,2015,8,15,4,10
6,2015,8,15,5,10
7,2015,8,15,6,10
8,2015,8,15,7,28
9,2015,8,15,8,54
10,2015,8,15,9,54
11,2015,8,15,10,54
12,2015,8,15,11,54
13,2015,8,15,12,54
14,2015,8,15,13,54
15,2015,8,15,14,54
16,2015,8,15,15,54
17,2015,8,15,16,54
18,2015,8,15,17,54
19,2015,8,15,18,54
20,2015,8,15,19,54
21,2015,8,15,20,54
